Customer_ID,Name,Gender,Age,Join_Date,Premium_Member,City,Occupation,Income_Group,Age_Group
61,Vihaan Malhotra,Other,37,2024-04-05,False,Bangalore,Student,Low,36-50
62,Ananya Joshi,Other,22,2025-07-21,False,Lucknow,Business Owner,Medium,18-25
63,Prisha Nair,Female,49,2025-03-29,False,Lucknow,Freelancer,Low,36-50
64,Aadhya Verma,Female,32,2023-12-27,False,Jaipur,Business Owner,Ultra High,26-35
65,Aarav Patel,Male,25,2025-07-23,True,Gurgaon,Freelancer,High,18-25
66,Krishna Joshi,Other,64,2025-10-30,False,Ahmedabad,Teacher,Medium,51-65
67,Prisha Joshi,Female,34,2024-05-21,False,Pune,Corporate Professional,Ultra High,26-35
68,Aanya Malhotra,Female,46,2023-06-08,False,Hyderabad,Doctor,High,36-50
69,Pari Patel,Male,26,2023-11-05,False,Jaipur,Software Engineer,Medium,26-35
70,Vihaan Mehra,Female,39,2025-08-12,False,Hyderabad,Corporate Professional,Ultra High,36-50
71,Advik Reddy,Other,19,2025-02-18,False,Chennai,Doctor,Ultra High,18-25
72,Ishaan Mehra,Other,65,2024-03-27,False,Pune,Teacher,Ultra High,51-65
73,Aarav Mehra,Female,60,2025-04-08,False,Gurgaon,Software Engineer,Low,51-65
74,Aadhya Mehra,Other,54,2023-02-25,True,Noida,Software Engineer,Ultra High,51-65
75,Vivaan Sharma,Female,42,2024-11-01,False,Chennai,Doctor,Ultra High,36-50
76,Diya Mehra,Female,23,2025-08-21,True,Ahmedabad,Student,High,18-25
77,Ananya Iyer,Male,59,2023-03-24,False,Hyderabad,Software Engineer,Low,51-65
78,Ishani Gupta,Male,26,2025-08-27,False,Kolkata,Software Engineer,Ultra High,26-35
79,Prisha Kapoor,Female,28,2023-08-23,False,Bangalore,Doctor,Low,26-35
80,Ishani Sharma,Female,54,2025-02-07,False,Jaipur,Software Engineer,Low,51-65
81,Ishani Nair,Other,33,2023-07-28,False,Pune,Corporate Professional,Low,26-35
82,Krishna Reddy,Male,40,2025-12-27,False,Chennai,Student,High,36-50
83,Aarav Mehra,Female,24,2025-06-06,False,Lucknow,Corporate Professional,Ultra High,18-25
84,Prisha Gupta,Female,29,2025-12-04,False,Pune,Business Owner,Ultra High,26-35
85,Saanvi Mehra,Other,55,2024-07-03,False,Hyderabad,Corporate Professional,Low,51-65
86,Diya Joshi,Male,47,2025-02-15,False,Gurgaon,Corporate Professional,High,36-50
87,Vivaan Joshi,Male,40,2024-06-13,False,Kolkata,Freelancer,High,36-50
88,Aryan Sharma,Other,30,2023-06-25,False,Noida,Teacher,Medium,26-35
89,Prisha Joshi,Other,63,2025-10-02,False,Mumbai,Student,High,51-65
90,Ananya Mehra,Other,33,2024-09-19,False,Chennai,Teacher,High,26-35
91,Advik Nair,Other,39,2024-12-21,False,Pune,Doctor,High,36-50
92,Ananya Verma,Other,30,2024-10-08,True,Ahmedabad,Corporate Professional,Medium,26-35
93,Ananya Malhotra,Other,48,2024-07-20,False,Ahmedabad,Business Owner,High,36-50
94,Vihaan Malhotra,Female,32,2025-01-09,False,Mumbai,Freelancer,Medium,26-35
95,Diya Sharma,Male,53,2024-08-21,False,Bangalore,Freelancer,Ultra High,51-65
96,Vihaan Sharma,Other,36,2025-08-19,False,Chennai,Software Engineer,Low,36-50
97,Diya Joshi,Male,22,2025-03-31,False,Kolkata,Freelancer,Low,18-25
98,Vivaan Gupta,Other,37,2023-06-24,False,Delhi,Business Owner,Ultra High,36-50
99,Ishani Reddy,Other,32,2025-12-06,False,Gurgaon,Doctor,Ultra High,26-35
100,Diya Reddy,Other,21,2023-07-23,False,Hyderabad,Freelancer,Medium,18-25
101,Diya Iyer,Male,28,2024-05-06,False,Delhi,Software Engineer,Low,26-35
102,Advik Joshi,Other,56,2025-08-20,False,Hyderabad,Doctor,High,51-65
103,Prisha Joshi,Male,61,2024-04-23,False,Lucknow,Business Owner,Medium,51-65
104,Advik Verma,Other,32,2023-11-02,False,Bangalore,Student,Low,26-35
105,Vivaan Kapoor,Other,65,2024-08-14,False,Gurgaon,Freelancer,High,51-65
106,Prisha Mehra,Female,50,2025-10-08,False,Kolkata,Student,Ultra High,36-50
107,Prisha Singh,Other,34,2023-02-22,True,Lucknow,Corporate Professional,Low,26-35
108,Krishna Iyer,Female,54,2023-03-24,False,Bangalore,Teacher,Ultra High,51-65
109,Aadhya Kapoor,Male,55,2025-06-11,False,Gurgaon,Student,Ultra High,51-65
110,Pari Mehra,Female,38,2023-08-03,False,Chennai,Teacher,Ultra High,36-50
111,Diya Iyer,Female,53,2023-03-17,False,Chennai,Doctor,High,51-65
112,Vihaan Mehra,Other,18,2025-08-04,False,Hyderabad,Business Owner,High,
113,Ishani Joshi,Other,46,2023-04-16,False,Ahmedabad,Software Engineer,High,36-50
114,Saanvi Nair,Female,25,2023-03-01,False,Kolkata,Corporate Professional,Medium,18-25
115,Prisha Gupta,Female,53,2023-01-29,False,Delhi,Software Engineer,Low,51-65
116,Saanvi Verma,Other,27,2025-10-17,False,Pune,Business Owner,High,26-35
117,Advik Joshi,Female,33,2025-07-24,False,Noida,Software Engineer,Medium,26-35
118,Ishaan Verma,Female,44,2024-11-27,False,Ahmedabad,Doctor,Low,36-50
119,Diya Nair,Female,55,2025-09-29,False,Gurgaon,Business Owner,Ultra High,51-65
120,Pari Singh,Other,52,2025-02-11,False,Chennai,Corporate Professional,Medium,51-65
121,Prisha Malhotra,Other,42,2024-04-23,False,Noida,Student,High,36-50
122,Prisha Joshi,Other,42,2025-03-01,False,Lucknow,Software Engineer,Ultra High,36-50
123,Aarav Gupta,Other,55,2024-11-10,False,Gurgaon,Student,Ultra High,51-65
124,Aarav Nair,Male,44,2023-11-13,True,Pune,Doctor,Ultra High,36-50
125,Aanya Verma,Female,61,2025-12-28,False,Chennai,Freelancer,Ultra High,51-65
126,Ishaan Patel,Male,57,2023-05-21,False,Lucknow,Doctor,Medium,51-65
127,Prisha Verma,Female,24,2023-07-25,False,Jaipur,Doctor,Low,18-25
128,Aarav Singh,Male,36,2025-01-04,False,Bangalore,Software Engineer,Ultra High,36-50
129,Ishani Iyer,Male,28,2023-12-25,True,Noida,Business Owner,Medium,26-35
130,Saanvi Reddy,Male,32,2025-08-02,False,Gurgaon,Doctor,Low,26-35
131,Aadhya Joshi,Female,61,2023-11-20,True,Chennai,Business Owner,High,51-65
132,Aanya Mehra,Other,34,2025-07-24,False,Hyderabad,Teacher,Ultra High,26-35
133,Vihaan Malhotra,Female,54,2025-01-05,False,Jaipur,Doctor,Low,51-65
134,Ishaan Iyer,Female,35,2023-01-17,False,Lucknow,Corporate Professional,Low,26-35
135,Aadhya Reddy,Other,49,2024-08-09,False,Hyderabad,Business Owner,High,36-50
136,Ananya Iyer,Male,57,2024-05-28,False,Jaipur,Corporate Professional,Medium,51-65
137,Aanya Verma,Other,59,2023-03-22,False,Gurgaon,Student,High,51-65
138,Prisha Gupta,Male,36,2024-10-31,False,Bangalore,Software Engineer,Medium,36-50
139,Krishna Patel,Female,51,2025-10-24,False,Bangalore,Doctor,Ultra High,51-65
140,Krishna Kapoor,Other,39,2023-08-24,False,Delhi,Software Engineer,Medium,36-50
141,Ishaan Iyer,Other,61,2025-03-24,False,Ahmedabad,Doctor,Low,51-65
142,Krishna Mehra,Male,34,2023-09-11,False,Lucknow,Freelancer,High,26-35
143,Ishani Mehra,Other,41,2023-08-10,False,Gurgaon,Student,High,36-50
144,Aadhya Reddy,Male,59,2023-05-10,False,Gurgaon,Freelancer,High,51-65
145,Aanya Mehra,Male,26,2023-04-03,False,Pune,Teacher,Low,26-35
146,Vihaan Malhotra,Other,26,2025-03-06,False,Lucknow,Freelancer,Ultra High,26-35
147,Ishani Nair,Other,27,2025-04-29,False,Gurgaon,Business Owner,Ultra High,26-35
148,Diya Sharma,Other,41,2024-03-20,False,Hyderabad,Corporate Professional,High,36-50
149,Vihaan Iyer,Female,52,2025-01-04,True,Pune,Software Engineer,Low,51-65
150,Ishaan Joshi,Male,60,2024-03-10,False,Kolkata,Student,Low,51-65
151,Krishna Singh,Male,26,2024-02-25,True,Ahmedabad,Software Engineer,Medium,26-35
152,Ishaan Malhotra,Female,27,2023-01-06,False,Bangalore,Software Engineer,High,26-35
153,Krishna Gupta,Male,60,2023-02-22,True,Chennai,Corporate Professional,Medium,51-65
154,Ishani Singh,Male,29,2024-06-27,True,Jaipur,Teacher,Low,26-35
155,Prisha Verma,Female,46,2025-01-11,False,Delhi,Teacher,Medium,36-50
156,Ishani Sharma,Other,60,2025-12-03,False,Lucknow,Student,Low,51-65
157,Saanvi Mehra,Female,61,2023-08-10,False,Gurgaon,Student,Low,51-65
158,Pari Reddy,Male,22,2023-09-16,False,Lucknow,Business Owner,High,18-25
159,Advik Reddy,Other,36,2025-07-18,False,Noida,Student,Low,36-50
160,Ishaan Iyer,Other,53,2024-03-16,False,Hyderabad,Teacher,High,51-65
161,Ishaan Joshi,Female,44,2023-07-14,False,Chennai,Freelancer,High,36-50
162,Pari Gupta,Other,48,2023-05-18,True,Delhi,Student,Ultra High,36-50
163,Vihaan Nair,Other,41,2023-09-24,False,Kolkata,Business Owner,High,36-50
164,Aanya Verma,Female,40,2025-05-16,False,Jaipur,Student,High,36-50
165,Ishani Kapoor,Female,24,2025-11-05,False,Lucknow,Teacher,Medium,18-25
166,Ishaan Verma,Female,53,2025-01-22,True,Pune,Business Owner,Medium,51-65
167,Krishna Mehra,Other,57,2023-02-23,False,Lucknow,Corporate Professional,High,51-65
168,Aarav Gupta,Female,62,2024-09-24,False,Chennai,Student,Medium,51-65
169,Ishaan Gupta,Other,60,2025-03-31,True,Jaipur,Freelancer,Low,51-65
170,Vihaan Nair,Other,31,2025-02-09,False,Chennai,Software Engineer,High,26-35
171,Diya Nair,Female,54,2023-06-23,False,Bangalore,Software Engineer,Low,51-65
172,Aanya Verma,Female,46,2025-05-18,False,Gurgaon,Teacher,High,36-50
173,Ananya Patel,Male,40,2025-05-30,True,Lucknow,Freelancer,Ultra High,36-50
174,Aryan Iyer,Female,20,2024-03-27,False,Kolkata,Student,Low,18-25
175,Ananya Kapoor,Male,26,2024-06-07,False,Delhi,Student,Ultra High,26-35
176,Prisha Mehra,Male,26,2025-02-17,False,Hyderabad,Business Owner,High,26-35
177,Vihaan Mehra,Other,20,2025-06-12,True,Delhi,Corporate Professional,High,18-25
178,Ishani Mehra,Other,43,2025-05-05,False,Noida,Student,High,36-50
179,Vivaan Reddy,Female,62,2025-01-11,True,Delhi,Software Engineer,Ultra High,51-65
180,Ishani Mehra,Other,23,2025-03-21,False,Jaipur,Doctor,Medium,18-25
181,Pari Gupta,Male,50,2023-08-22,False,Hyderabad,Corporate Professional,High,36-50
182,Pari Nair,Other,27,2024-04-28,True,Pune,Software Engineer,Medium,26-35
183,Ishani Gupta,Other,22,2023-12-29,False,Lucknow,Teacher,Ultra High,18-25
184,Krishna Reddy,Other,46,2024-10-23,False,Lucknow,Doctor,Medium,36-50
185,Saanvi Verma,Female,46,2024-09-12,False,Kolkata,Student,High,36-50
186,Aryan Verma,Female,47,2025-07-14,True,Chennai,Corporate Professional,High,36-50
187,Vihaan Iyer,Male,57,2025-11-04,False,Kolkata,Business Owner,Low,51-65
188,Saanvi Reddy,Other,30,2024-10-20,False,Ahmedabad,Software Engineer,Low,26-35
189,Saanvi Verma,Female,63,2023-06-22,False,Bangalore,Student,Medium,51-65
190,Prisha Joshi,Female,51,2025-12-06,False,Chennai,Doctor,High,51-65
191,Advik Mehra,Female,61,2023-04-18,False,Lucknow,Doctor,Low,51-65
192,Pari Verma,Other,61,2025-03-02,False,Jaipur,Corporate Professional,Medium,51-65
193,Pari Verma,Other,60,2023-10-17,False,Pune,Freelancer,Ultra High,51-65
194,Vivaan Reddy,Other,23,2024-09-26,False,Lucknow,Corporate Professional,High,18-25
195,Ishaan Gupta,Other,62,2025-12-14,True,Lucknow,Teacher,High,51-65
196,Aarav Singh,Female,29,2024-03-14,False,Gurgaon,Software Engineer,Medium,26-35
197,Vivaan Gupta,Male,36,2023-07-27,False,Ahmedabad,Corporate Professional,Low,36-50
198,Aanya Singh,Other,26,2025-02-10,False,Bangalore,Corporate Professional,Medium,26-35
199,Prisha Joshi,Male,44,2025-01-16,False,Hyderabad,Teacher,High,36-50
200,Krishna Nair,Female,32,2025-12-29,False,Gurgaon,Corporate Professional,Medium,26-35
201,Pari Iyer,Other,46,2025-08-03,False,Noida,Business Owner,Ultra High,36-50
202,Vivaan Malhotra,Other,26,2024-05-27,True,Gurgaon,Corporate Professional,High,26-35
203,Aryan Verma,Other,51,2023-09-13,False,Bangalore,Doctor,Ultra High,51-65
204,Aadhya Patel,Male,45,2023-07-07,False,Hyderabad,Corporate Professional,Ultra High,36-50
205,Aadhya Singh,Male,44,2023-04-20,False,Chennai,Software Engineer,Ultra High,36-50
206,Vihaan Singh,Male,19,2024-10-14,False,Jaipur,Freelancer,High,18-25
207,Krishna Gupta,Male,20,2024-08-10,False,Gurgaon,Freelancer,Medium,18-25
208,Krishna Nair,Female,46,2023-01-11,False,Mumbai,Doctor,Medium,36-50
209,Ishaan Gupta,Other,64,2025-12-16,False,Pune,Software Engineer,High,51-65
210,Vihaan Sharma,Male,44,2025-07-25,True,Gurgaon,Business Owner,Low,36-50
211,Aanya Patel,Other,33,2023-10-22,False,Mumbai,Business Owner,High,26-35
212,Ananya Reddy,Female,29,2023-06-25,False,Chennai,Student,Low,26-35
213,Advik Joshi,Male,58,2025-03-03,False,Pune,Freelancer,Low,51-65
214,Pari Verma,Female,33,2023-08-01,False,Jaipur,Corporate Professional,High,26-35
215,Vivaan Sharma,Female,52,2024-11-24,False,Bangalore,Corporate Professional,Ultra High,51-65
216,Prisha Joshi,Other,29,2023-10-04,True,Gurgaon,Student,High,26-35
217,Ananya Sharma,Male,20,2024-10-08,False,Ahmedabad,Teacher,Ultra High,18-25
218,Diya Sharma,Other,30,2024-08-08,False,Mumbai,Corporate Professional,High,26-35
219,Diya Verma,Female,45,2025-03-30,False,Noida,Doctor,Medium,36-50
220,Saanvi Nair,Female,41,2025-11-29,False,Delhi,Freelancer,Ultra High,36-50
221,Vihaan Mehra,Other,29,2024-08-24,False,Delhi,Doctor,High,26-35
222,Diya Joshi,Other,63,2025-05-22,False,Gurgaon,Doctor,Ultra High,51-65
223,Aarav Nair,Female,57,2025-06-09,False,Mumbai,Student,Ultra High,51-65
224,Pari Patel,Other,61,2023-11-24,False,Bangalore,Corporate Professional,Ultra High,51-65
225,Aarav Gupta,Male,33,2025-01-20,False,Kolkata,Student,Medium,26-35
226,Aanya Joshi,Female,41,2025-06-28,False,Kolkata,Software Engineer,High,36-50
227,Advik Singh,Other,35,2024-05-26,False,Mumbai,Freelancer,Medium,26-35
228,Saanvi Patel,Female,53,2023-08-30,False,Pune,Freelancer,Ultra High,51-65
229,Ananya Reddy,Female,62,2025-10-02,False,Bangalore,Corporate Professional,Low,51-65
230,Saanvi Gupta,Other,46,2023-06-29,False,Chennai,Freelancer,High,36-50
231,Prisha Verma,Other,52,2024-08-17,False,Bangalore,Freelancer,Medium,51-65
232,Krishna Singh,Other,32,2023-09-06,False,Bangalore,Software Engineer,Ultra High,26-35
233,Aarav Singh,Other,54,2025-01-25,False,Ahmedabad,Software Engineer,Low,51-65
234,Vihaan Kapoor,Female,63,2025-09-07,False,Noida,Corporate Professional,Low,51-65
235,Vivaan Singh,Other,22,2025-07-10,False,Ahmedabad,Doctor,Medium,18-25
236,Aadhya Patel,Other,55,2024-01-08,False,Bangalore,Teacher,Low,51-65
237,Ishaan Verma,Other,27,2024-09-14,False,Chennai,Freelancer,Medium,26-35
238,Pari Patel,Female,23,2024-05-28,False,Ahmedabad,Doctor,Medium,18-25
239,Aanya Kapoor,Other,52,2023-07-11,False,Bangalore,Business Owner,Medium,51-65
240,Vivaan Iyer,Other,64,2024-11-22,False,Kolkata,Student,Low,51-65
241,Vihaan Sharma,Other,54,2024-06-26,False,Kolkata,Teacher,Low,51-65
242,Saanvi Iyer,Other,36,2024-09-10,False,Lucknow,Teacher,High,36-50
243,Saanvi Verma,Other,21,2023-11-20,False,Gurgaon,Teacher,Medium,18-25
244,Pari Reddy,Male,38,2024-10-15,False,Chennai,Teacher,Medium,36-50
245,Krishna Singh,Other,53,2023-08-06,False,Gurgaon,Student,High,51-65
246,Saanvi Malhotra,Male,24,2023-04-14,False,Noida,Corporate Professional,Ultra High,18-25
247,Ananya Gupta,Female,54,2024-10-02,False,Bangalore,Teacher,Ultra High,51-65
248,Saanvi Kapoor,Female,19,2023-07-04,False,Ahmedabad,Teacher,Medium,18-25
249,Ananya Reddy,Female,21,2023-04-14,False,Kolkata,Corporate Professional,Ultra High,18-25
250,Diya Patel,Male,24,2025-06-01,True,Pune,Freelancer,High,18-25
251,Krishna Mehra,Female,20,2025-03-31,True,Ahmedabad,Software Engineer,High,18-25
252,Aryan Kapoor,Male,42,2025-10-29,False,Ahmedabad,Doctor,Low,36-50
253,Vivaan Verma,Female,41,2024-11-25,False,Chennai,Corporate Professional,Medium,36-50
254,Ananya Reddy,Other,43,2025-10-21,True,Mumbai,Software Engineer,High,36-50
255,Krishna Joshi,Other,47,2023-11-02,False,Ahmedabad,Software Engineer,High,36-50
256,Aadhya Reddy,Female,28,2025-03-15,False,Jaipur,Corporate Professional,High,26-35
257,Ishani Singh,Other,50,2025-12-26,False,Kolkata,Doctor,Ultra High,36-50
258,Ishaan Sharma,Female,39,2023-08-13,False,Kolkata,Doctor,Low,36-50
259,Ishani Joshi,Female,59,2024-04-11,False,Kolkata,Teacher,Medium,51-65
260,Aryan Iyer,Other,57,2025-02-17,True,Lucknow,Software Engineer,Low,51-65
261,Ishani Nair,Male,30,2023-02-08,False,Noida,Software Engineer,Ultra High,26-35
262,Prisha Malhotra,Female,50,2025-08-23,False,Jaipur,Freelancer,Low,36-50
263,Prisha Gupta,Other,31,2024-10-27,False,Gurgaon,Business Owner,Ultra High,26-35
264,Pari Gupta,Female,52,2024-12-02,False,Lucknow,Corporate Professional,High,51-65
265,Ishani Joshi,Male,33,2024-07-25,False,Hyderabad,Doctor,High,26-35
266,Prisha Malhotra,Other,63,2025-09-28,False,Chennai,Business Owner,High,51-65
267,Diya Verma,Other,61,2025-02-16,False,Noida,Corporate Professional,High,51-65
268,Krishna Gupta,Female,20,2024-08-12,False,Delhi,Doctor,Ultra High,18-25
269,Aanya Kapoor,Other,48,2024-03-14,False,Ahmedabad,Doctor,High,36-50
270,Vivaan Verma,Other,65,2024-05-05,False,Lucknow,Business Owner,Medium,51-65
271,Aanya Malhotra,Male,24,2025-04-26,False,Gurgaon,Student,Medium,18-25
272,Aarav Patel,Male,44,2025-09-01,False,Hyderabad,Corporate Professional,High,36-50
273,Pari Kapoor,Other,21,2023-07-03,False,Hyderabad,Business Owner,Low,18-25
274,Aadhya Gupta,Female,29,2023-03-16,False,Noida,Corporate Professional,Ultra High,26-35
275,Vivaan Nair,Female,20,2023-01-19,False,Kolkata,Student,High,18-25
276,Diya Joshi,Other,52,2025-12-09,False,Bangalore,Corporate Professional,Ultra High,51-65
277,Diya Malhotra,Male,39,2023-11-29,False,Lucknow,Doctor,Medium,36-50
278,Aarav Nair,Female,36,2024-01-31,False,Lucknow,Teacher,Ultra High,36-50
279,Aryan Singh,Male,43,2023-07-15,False,Bangalore,Teacher,High,36-50
280,Aadhya Malhotra,Male,34,2025-02-24,False,Pune,Doctor,High,26-35
281,Ishani Nair,Other,18,2024-06-19,False,Jaipur,Software Engineer,Low,
282,Aanya Verma,Female,37,2023-11-24,False,Ahmedabad,Freelancer,High,36-50
283,Prisha Verma,Other,36,2025-01-22,False,Hyderabad,Software Engineer,Ultra High,36-50
284,Vivaan Joshi,Other,56,2025-02-04,False,Ahmedabad,Teacher,Medium,51-65
285,Krishna Malhotra,Other,56,2023-06-17,False,Ahmedabad,Freelancer,High,51-65
286,Vihaan Reddy,Male,21,2025-11-01,False,Ahmedabad,Software Engineer,Medium,18-25
287,Pari Patel,Female,25,2024-02-25,False,Gurgaon,Student,Ultra High,18-25
288,Krishna Sharma,Female,26,2025-11-17,False,Kolkata,Student,Ultra High,26-35
289,Aanya Kapoor,Other,19,2025-03-21,False,Mumbai,Freelancer,Medium,18-25
290,Ishani Verma,Male,45,2024-12-06,False,Ahmedabad,Student,Low,36-50
291,Aadhya Joshi,Male,36,2025-04-17,False,Bangalore,Corporate Professional,Ultra High,36-50
292,Pari Mehra,Female,42,2025-02-08,True,Lucknow,Corporate Professional,Medium,36-50
293,Aanya Singh,Male,29,2025-03-15,False,Jaipur,Software Engineer,Low,26-35
294,Krishna Sharma,Female,47,2025-05-18,False,Hyderabad,Software Engineer,Ultra High,36-50
295,Pari Gupta,Female,30,2023-08-20,True,Lucknow,Teacher,Low,26-35
296,Ananya Malhotra,Male,24,2023-03-10,False,Lucknow,Freelancer,Low,18-25
297,Ananya Nair,Male,43,2025-06-17,False,Hyderabad,Corporate Professional,Low,36-50
298,Vivaan Patel,Female,32,2024-10-15,False,Lucknow,Corporate Professional,High,26-35
299,Ananya Kapoor,Male,60,2025-12-03,False,Pune,Doctor,Low,51-65
300,Aryan Reddy,Other,29,2025-05-24,False,Mumbai,Doctor,Ultra High,26-35
301,Krishna Patel,Female,62,2025-05-02,False,Pune,Teacher,Medium,51-65
302,Krishna Patel,Female,33,2024-04-06,False,Jaipur,Software Engineer,Ultra High,26-35
303,Aadhya Sharma,Other,44,2025-05-03,False,Bangalore,Teacher,Medium,36-50
304,Diya Malhotra,Female,59,2023-06-11,False,Chennai,Student,Medium,51-65
305,Aarav Kapoor,Female,61,2023-03-22,False,Hyderabad,Corporate Professional,Medium,51-65
306,Saanvi Malhotra,Female,37,2023-02-01,False,Hyderabad,Freelancer,Low,36-50
307,Prisha Joshi,Male,62,2024-02-23,False,Hyderabad,Business Owner,High,51-65
308,Krishna Kapoor,Female,47,2025-12-28,False,Pune,Doctor,High,36-50
309,Aryan Joshi,Female,24,2025-08-19,False,Chennai,Software Engineer,High,18-25
310,Pari Mehra,Male,54,2024-03-29,False,Mumbai,Doctor,Ultra High,51-65
311,Diya Gupta,Male,39,2024-04-16,False,Hyderabad,Teacher,High,36-50
312,Diya Joshi,Other,59,2025-10-01,False,Jaipur,Corporate Professional,High,51-65
313,Vivaan Gupta,Other,52,2025-09-27,False,Ahmedabad,Freelancer,Low,51-65
